,AIR_INTAKE_TEMP,AMBIENT_AIR_TEMP,ENGINE_COOLANT_TEMP,ENGINE_LOAD,EQUIV_RATIO,MAF,SPEED,THROTTLE_POS,FUEL_LEVEL,INTAKE_MANIFOLD_PRESSURE,ENGINE_RPM
429,30.0,9.0,84.0,42.4,0.0,11.76,87.0,27.8,47.8,97.0,3665
576,29.0,12.0,84.0,19.6,1.0,7.28,20.0,25.9,36.9,20.0,2579
164,32.0,4.0,83.0,32.5,1.0,6.82,31.0,25.1,55.7,25.0,1373
420,30.0,8.0,83.0,19.2,1.0,4.72,33.0,22.4,50.2,20.0,1667
145,32.0,4.0,83.0,19.6,1.0,3.1,30.0,18.8,57.6,21.0,1068
588,29.0,14.0,88.0,100.0,1.0,56.97,67.0,83.5,40.0,43.0,2789
697,31.0,15.0,98.0,43.5,1.0,20.06,34.0,32.9,43.9,97.0,2013
299,33.0,4.0,92.0,37.6,1.0,4.12,0.0,20.8,54.5,35.0,802
51,35.0,4.0,82.0,27.1,1.0,3.5,32.0,19.2,55.7,24.0,889
467,31.0,9.0,87.0,43.1,1.0,5.69,7.0,26.7,45.5,67.0,751
333,31.0,4.0,82.0,35.7,1.0,7.47,49.0,24.7,53.7,30.0,1411
616,30.0,14.0,95.0,100.0,1.0,40.15,39.0,36.9,43.1,30.0,2601
336,36.0,4.0,91.0,48.2,1.0,6.94,20.0,25.5,53.3,41.0,1030
691,32.0,15.0,95.0,36.5,1.0,4.11,0.0,20.0,39.2,32.0,801
328,32.0,4.0,82.0,30.6,1.0,7.52,48.0,26.3,53.7,30.0,1697
427,31.0,9.0,85.0,38.0,1.0,4.42,13.0,20.0,42.4,35.0,872
228,31.0,4.0,83.0,69.0,1.0,10.39,31.0,29.0,57.3,61.0,1059
414,31.0,9.0,83.0,100.0,0.0,66.59,79.0,83.5,44.7,98.0,3203
609,30.0,14.0,92.0,17.3,1.0,9.14,53.0,27.5,48.2,18.0,3477
518,29.0,10.0,89.0,65.1,0.0,36.81,115.0,36.9,49.8,101.0,3884
107,32.0,4.0,83.0,40.8,1.0,7.09,35.0,25.5,56.1,18.0,1229
549,29.0,10.0,88.0,100.0,1.0,72.88,119.0,83.5,47.1,101.0,3664
276,31.0,4.0,84.0,48.6,1.0,5.92,18.0,24.3,56.5,53.0,890
517,31.0,10.0,86.0,16.9,1.0,4.13,26.0,21.2,44.3,34.0,889
355,31.0,4.0,94.0,19.2,1.0,4.77,36.0,25.9,53.7,57.0,1805
514,30.0,10.0,90.0,100.0,1.0,94.15,91.0,56.5,50.2,18.0,4685
433,30.0,9.0,85.0,100.0,0.0,54.74,53.0,83.5,41.2,96.0,2622
626,30.0,14.0,96.0,100.0,1.0,76.29,113.0,83.5,45.9,17.0,3738
219,31.0,4.0,83.0,28.6,1.0,5.43,38.0,23.1,55.7,33.0,1295
386,31.0,8.0,83.0,46.7,1.0,18.73,44.0,31.8,46.3,90.0,1585
152,31.0,4.0,83.0,48.6,1.0,10.25,29.0,28.6,56.9,42.0,1451
198,31.0,4.0,85.0,46.7,1.0,12.1,34.0,29.8,57.3,45.0,1766
172,32.0,4.0,82.0,41.2,1.0,3.9,26.0,17.6,55.7,25.0,950
463,31.0,9.0,86.0,18.4,1.0,4.37,27.0,21.6,45.5,21.0,1705
435,31.0,9.0,85.0,19.2,1.0,3.46,38.0,18.0,43.5,102.0,1259
630,31.0,15.0,93.0,42.0,1.0,5.01,4.0,20.4,34.9,35.0,809
296,33.0,4.0,91.0,38.4,1.0,4.31,0.0,20.4,54.1,32.0,800
141,33.0,4.0,83.0,38.4,1.0,4.14,4.0,20.8,55.7,32.0,777
353,32.0,6.0,88.0,47.1,1.0,5.5,2.0,22.4,49.4,39.0,857
705,30.0,17.0,92.0,94.5,1.0,23.21,21.0,34.9,32.5,20.0,1790
473,29.0,9.0,85.0,34.5,1.0,73.5,97.0,77.6,44.3,97.0,4224
280,31.0,4.0,83.0,62.7,1.0,8.41,30.0,27.1,55.3,46.0,1065
63,32.0,4.0,83.0,63.5,1.0,12.46,30.0,30.2,55.7,33.0,1342
707,31.0,15.0,96.0,23.1,1.0,12.02,41.0,33.3,38.4,97.0,1942
301,33.0,4.0,86.0,39.2,1.0,4.34,7.0,20.4,54.5,32.0,783
447,31.0,9.0,83.0,100.0,1.0,44.18,31.0,36.1,43.1,19.0,3832
258,32.0,4.0,83.0,37.3,1.0,4.58,25.0,22.7,54.9,37.0,816
19,32.0,4.0,83.0,32.2,1.0,7.48,32.0,25.9,55.7,29.0,1570
262,33.0,4.0,83.0,20.0,1.0,3.72,13.0,18.8,54.5,21.0,901
131,33.0,4.0,83.0,42.0,1.0,6.29,11.0,26.7,54.1,56.0,781
547,29.0,12.0,86.0,100.0,0.0,105.08,112.0,83.5,47.8,98.0,5045
234,31.0,4.0,83.0,40.8,1.0,7.34,35.0,25.9,56.5,34.0,1213
743,29.0,17.0,91.0,17.6,1.0,15.66,59.0,31.4,41.6,19.0,5786
651,31.0,14.0,95.0,46.7,1.0,7.92,13.0,27.1,38.8,66.0,832
447,30.0,9.0,87.0,100.0,0.0,73.02,66.0,83.5,51.0,96.0,3563
151,31.0,4.0,83.0,50.2,1.0,10.95,29.0,29.4,56.5,43.0,1469
72,34.0,4.0,84.0,39.6,1.0,4.41,26.0,20.0,57.6,31.0,734
414,30.0,8.0,84.0,63.5,1.0,18.41,76.0,32.5,51.4,27.0,2130
40,32.0,4.0,81.0,77.6,1.0,17.64,31.0,32.5,58.8,59.0,1561
392,31.0,7.0,87.0,71.4,1.0,19.53,68.0,32.9,51.0,47.0,1860
431,31.0,9.0,85.0,78.0,1.0,40.44,105.0,38.0,51.0,66.0,3337
376,32.0,7.0,91.0,100.0,1.0,25.54,44.0,61.2,49.4,99.0,1473
599,30.0,14.0,88.0,40.0,1.0,4.56,8.0,20.0,36.5,32.0,890
470,30.0,9.0,85.0,100.0,0.0,70.16,103.0,83.5,50.2,18.0,3487
696,31.0,15.0,98.0,100.0,1.0,37.66,23.0,32.2,42.7,50.0,2842
88,32.0,4.0,85.0,45.5,1.0,7.73,36.0,26.3,56.9,38.0,1155
24,33.0,4.0,81.0,22.0,1.0,3.57,32.0,19.2,55.3,35.0,1108
587,29.0,14.0,88.0,100.0,0.0,53.07,52.0,83.5,36.1,32.0,2522
525,29.0,11.0,85.0,100.0,0.0,90.17,132.0,83.5,47.1,97.0,4323
220,31.0,4.0,82.0,38.8,1.0,7.43,36.0,25.5,55.7,35.0,1278
224,32.0,4.0,82.0,38.8,1.0,4.23,10.0,20.4,52.5,47.0,801
223,31.0,4.0,82.0,20.4,1.0,5.51,38.0,23.5,56.9,18.0,1848
516,29.0,10.0,90.0,100.0,1.0,87.64,98.0,83.5,47.5,96.0,4182
699,31.0,15.0,100.0,17.6,1.0,9.43,56.0,27.8,48.6,18.0,3466
316,34.0,4.0,99.0,41.6,1.0,4.44,9.0,20.8,54.9,35.0,796
198,31.0,4.0,85.0,51.0,1.0,8.21,33.0,26.7,57.6,44.0,1111
327,32.0,4.0,82.0,47.8,1.0,11.88,51.0,29.0,53.7,32.0,1748
398,31.0,7.0,85.0,100.0,1.0,35.77,70.0,54.5,51.0,30.0,1920
621,29.0,14.0,88.0,100.0,0.0,53.07,52.0,83.5,36.1,32.0,2522
610,30.0,14.0,93.0,18.4,1.0,5.9,25.0,23.5,44.7,32.0,2255
545,29.0,10.0,90.0,100.0,1.0,87.64,98.0,83.5,47.5,96.0,4182
629,30.0,15.0,94.0,17.3,1.0,7.28,41.0,25.9,37.3,18.0,2877
127,31.0,4.0,82.0,60.4,1.0,12.29,32.0,30.2,56.5,47.0,1391
464,31.0,9.0,86.0,27.1,1.0,3.65,3.0,20.0,43.1,34.0,809
322,34.0,4.0,84.0,35.7,1.0,6.43,35.0,24.3,54.1,36.0,1222
111,33.0,4.0,82.0,18.8,1.0,2.94,37.0,18.8,56.1,30.0,1025
502,30.0,10.0,85.0,20.8,1.0,2.85,3.0,18.0,39.2,37.0,1073
70,33.0,4.0,84.0,85.1,1.0,11.55,23.0,30.6,55.7,64.0,935
446,31.0,9.0,83.0,20.0,1.0,7.02,40.0,25.5,41.6,84.0,2361
729,30.0,16.0,89.0,20.0,1.0,4.89,36.0,22.0,35.7,66.0,1830
57,34.0,4.0,82.0,37.3,1.0,4.07,0.0,20.4,54.5,32.0,814
571,29.0,11.0,85.0,16.9,1.0,7.23,70.0,25.9,40.8,19.0,2802
492,30.0,10.0,86.0,52.9,1.0,11.38,38.0,32.2,42.7,58.0,1094
707,31.0,17.0,95.0,39.6,1.0,4.35,0.0,20.4,33.3,34.0,784
555,29.0,11.0,85.0,100.0,0.0,90.17,132.0,83.5,47.1,97.0,4323
415,31.0,9.0,83.0,20.4,1.0,7.28,44.0,25.9,46.7,22.0,2473
95,33.0,4.0,83.0,18.0,1.0,3.5,24.0,20.4,56.1,19.0,1300
679,30.0,15.0,94.0,16.9,1.0,7.11,51.0,25.9,40.0,18.0,2831
302,34.0,4.0,93.0,38.4,1.0,4.4,0.0,20.8,54.5,34.0,799
46,33.0,4.0,82.0,22.7,1.0,3.58,37.0,19.6,58.0,20.0,1156
686,30.0,15.0,93.0,18.8,1.0,5.33,23.0,23.1,41.2,20.0,1978
310,33.0,4.0,96.0,42.7,1.0,4.73,1.0,21.2,54.1,37.0,813
524,30.0,10.0,86.0,17.6,1.0,9.49,78.0,28.2,44.7,19.0,3522
448,30.0,9.0,88.0,100.0,1.0,71.73,79.0,83.5,52.9,99.0,4343
463,30.0,9.0,88.0,15.7,1.0,9.88,88.0,29.4,49.4,17.0,3407
342,30.0,4.0,82.0,72.5,1.0,16.57,55.0,32.2,51.8,58.0,1475
495,30.0,9.0,86.0,17.6,1.0,8.94,90.0,27.1,49.0,19.0,3315
533,29.0,11.0,86.0,100.0,1.0,68.64,134.0,50.2,44.3,102.0,3607
138,31.0,4.0,83.0,62.4,1.0,14.13,31.0,31.0,57.6,49.0,1563
577,29.0,12.0,84.0,76.1,1.0,13.96,33.0,31.0,35.3,79.0,1762
305,33.0,4.0,88.0,34.9,1.0,4.18,0.0,20.4,54.1,37.0,802
682,30.0,16.0,90.0,100.0,1.0,60.74,75.0,46.3,39.6,27.0,3283
135,31.0,4.0,83.0,50.6,1.0,12.31,35.0,30.2,58.4,24.0,1650
554,29.0,12.0,88.0,100.0,1.0,102.06,154.0,63.9,48.2,95.0,5063
277,31.0,4.0,82.0,30.2,1.0,5.58,25.0,24.7,52.9,39.0,1154
86,32.0,4.0,85.0,64.3,1.0,11.01,36.0,29.4,57.3,49.0,1187
650,31.0,14.0,94.0,36.9,1.0,3.9,0.0,20.0,38.4,34.0,812
618,30.0,14.0,96.0,94.5,1.0,67.1,72.0,43.9,45.1,100.0,4593
694,29.0,17.0,90.0,100.0,1.0,108.31,112.0,83.5,45.5,38.0,5357
215,31.0,4.0,84.0,20.0,1.0,3.43,36.0,20.0,56.5,35.0,1209
105,32.0,4.0,82.0,46.3,1.0,8.25,36.0,27.1,56.1,38.0,1185
654,30.0,14.0,96.0,36.9,1.0,21.73,50.0,33.7,43.5,55.0,3314
211,31.0,4.0,83.0,28.6,1.0,5.43,38.0,23.1,55.7,33.0,1295
293,33.0,4.0,85.0,43.9,1.0,4.72,10.0,22.0,56.1,36.0,795
265,32.0,4.0,83.0,23.5,1.0,3.76,33.0,19.6,54.9,20.0,1124
526,30.0,10.0,86.0,22.4,1.0,7.51,85.0,25.9,46.3,101.0,2800
263,31.0,4.0,82.0,33.3,1.0,5.41,33.0,23.1,54.9,30.0,1102
52,34.0,4.0,82.0,26.3,1.0,3.37,32.0,19.2,55.7,25.0,901
312,34.0,4.0,96.0,36.5,1.0,4.61,0.0,21.2,54.1,36.0,797
675,30.0,15.0,95.0,100.0,1.0,66.3,103.0,83.5,47.5,76.0,3350
12,31.0,4.0,89.0,57.3,1.0,10.11,28.0,28.6,59.6,48.0,1204
104,33.0,4.0,82.0,53.7,1.0,9.93,29.0,28.6,55.7,41.0,1255
554,29.0,11.0,85.0,100.0,0.0,85.45,129.0,83.5,45.9,96.0,4122
103,33.0,4.0,82.0,45.5,1.0,7.05,38.0,25.9,56.1,22.0,1096
469,30.0,9.0,85.0,100.0,1.0,66.52,103.0,83.5,49.8,96.0,3228
566,29.0,13.0,87.0,16.9,1.0,6.47,27.0,24.7,32.9,87.0,2616
625,29.0,14.0,88.0,18.4,1.0,6.56,31.0,25.1,39.2,19.0,2352
645,30.0,14.0,92.0,17.3,1.0,9.14,53.0,27.5,48.2,18.0,3477
286,33.0,4.0,86.0,39.6,1.0,4.49,8.0,20.4,54.5,34.0,782
688,32.0,15.0,94.0,35.3,1.0,4.16,1.0,20.4,38.0,33.0,801
16,32.0,4.0,85.0,36.9,1.0,8.52,32.0,27.1,56.5,27.0,1569
15,32.0,4.0,85.0,38.0,1.0,8.33,31.0,26.7,56.5,31.0,1486
215,31.0,4.0,82.0,20.4,1.0,5.51,38.0,23.5,56.9,18.0,1848
11,32.0,4.0,89.0,63.5,1.0,9.5,23.0,28.2,60.0,49.0,1040
196,31.0,4.0,85.0,51.0,1.0,9.48,39.0,28.2,57.3,42.0,1296
661,30.0,14.0,97.0,16.5,1.0,12.48,101.0,32.2,45.1,95.0,3347
257,32.0,4.0,83.0,27.5,1.0,3.89,29.0,19.6,54.9,24.0,1035
112,32.0,4.0,82.0,46.3,1.0,8.25,36.0,27.1,56.1,38.0,1185
194,31.0,4.0,86.0,51.8,1.0,8.97,37.0,27.5,57.3,44.0,1210
46,33.0,4.0,82.0,19.2,1.0,3.54,33.0,20.4,56.5,21.0,1260
596,28.0,13.0,87.0,100.0,1.0,106.95,159.0,83.5,45.5,78.0,5227
638,31.0,14.0,89.0,38.8,1.0,4.13,0.0,20.0,38.4,34.0,794
717,31.0,16.0,91.0,16.9,1.0,7.22,72.0,25.9,43.1,18.0,2802
266,32.0,4.0,83.0,22.7,1.0,3.42,31.0,19.2,54.9,23.0,1070
167,32.0,4.0,83.0,20.8,1.0,3.45,35.0,19.6,55.7,20.0,1162
555,28.0,12.0,88.0,100.0,0.0,104.4,157.0,79.2,47.8,97.0,5133
289,31.0,4.0,84.0,48.6,1.0,5.92,18.0,24.3,56.5,53.0,890
344,32.0,4.0,82.0,35.7,1.0,9.64,51.0,29.0,53.3,24.0,1651
96,32.0,4.0,85.0,45.5,1.0,7.96,37.0,26.7,56.9,20.0,1244
504,30.0,9.0,84.0,100.0,0.0,61.93,60.0,83.5,42.7,18.0,2991
565,29.0,13.0,87.0,16.9,1.0,8.8,73.0,27.1,38.0,17.0,3463
444,31.0,9.0,83.0,100.0,0.0,24.68,81.0,32.5,48.2,19.0,4242
606,30.0,14.0,91.0,100.0,0.0,102.88,48.0,83.5,43.9,100.0,4728
393,30.0,8.0,84.0,83.1,1.0,24.68,77.0,34.9,51.4,65.0,2016
192,31.0,4.0,86.0,54.5,1.0,8.88,34.0,27.5,57.3,45.0,1122
250,31.0,4.0,83.0,40.4,1.0,6.45,33.0,24.7,56.5,34.0,1127
179,33.0,4.0,83.0,38.4,1.0,4.3,0.0,20.4,54.9,33.0,798
162,32.0,4.0,83.0,56.1,1.0,9.02,26.0,27.1,55.7,20.0,1207
44,33.0,4.0,82.0,48.6,1.0,8.62,31.0,25.9,58.8,27.0,1414
343,32.0,3.0,83.0,19.6,1.0,9.29,61.0,27.8,52.9,51.0,3154
526,29.0,11.0,85.0,100.0,0.0,94.96,136.0,83.5,47.5,98.0,4419
709,30.0,16.0,93.0,100.0,1.0,107.37,73.0,83.1,43.5,100.0,5315
451,30.0,9.0,88.0,16.9,1.0,8.62,43.0,27.1,46.7,18.0,3313
494,30.0,9.0,85.0,100.0,0.0,70.16,103.0,83.5,50.2,18.0,3487
221,31.0,4.0,82.0,26.3,1.0,6.48,33.0,25.1,55.3,25.0,1650
23,33.0,4.0,82.0,18.8,1.0,3.59,36.0,20.4,55.7,20.0,1256
698,30.0,15.0,99.0,100.0,1.0,71.46,61.0,83.5,45.9,98.0,3441
162,33.0,4.0,82.0,19.6,1.0,3.05,31.0,18.8,55.3,22.0,1040
115,32.0,4.0,82.0,19.2,1.0,3.65,35.0,20.0,55.7,34.0,1244
451,30.0,9.0,84.0,42.4,0.0,11.76,87.0,27.8,47.8,97.0,3665
386,30.0,7.0,88.0,100.0,1.0,43.1,41.0,53.3,44.7,32.0,1912
655,30.0,14.0,96.0,94.5,1.0,67.1,72.0,43.9,45.1,100.0,4593
84,32.0,4.0,84.0,62.0,1.0,13.87,32.0,31.0,56.9,35.0,1515
100,32.0,4.0,84.0,18.0,1.0,3.4,37.0,20.4,56.5,19.0,1309
170,33.0,4.0,82.0,19.6,1.0,3.05,31.0,18.8,55.3,22.0,1040
108,33.0,4.0,83.0,20.4,1.0,3.23,32.0,18.8,55.7,31.0,1137
231,31.0,4.0,82.0,18.8,1.0,3.92,24.0,21.2,55.3,21.0,1421
373,33.0,7.0,89.0,40.8,1.0,4.47,0.0,20.8,47.5,31.0,789
560,29.0,11.0,86.0,100.0,0.0,78.81,140.0,83.5,46.7,101.0,3806
704,30.0,17.0,92.0,51.4,1.0,6.39,17.0,23.5,32.9,90.0,730
295,33.0,4.0,85.0,37.6,1.0,4.28,0.0,20.4,54.5,32.0,807
340,31.0,4.0,82.0,42.4,1.0,8.19,49.0,29.0,50.2,87.0,1202
53,33.0,4.0,82.0,92.5,1.0,14.61,32.0,32.2,56.1,53.0,1071
137,31.0,4.0,83.0,47.5,1.0,7.67,33.0,26.3,57.6,28.0,1099
250,31.0,4.0,83.0,40.4,1.0,8.3,32.0,26.7,55.3,33.0,1422
52,33.0,4.0,82.0,28.6,1.0,3.0,31.0,19.6,55.7,75.0,796
527,29.0,11.0,85.0,100.0,0.0,97.19,138.0,83.5,48.2,18.0,4613
627,29.0,14.0,88.0,67.5,1.0,20.42,37.0,32.9,36.1,64.0,2118
706,30.0,17.0,93.0,38.0,1.0,4.22,17.0,19.6,34.5,33.0,830
720,30.0,16.0,91.0,100.0,0.0,88.53,76.0,83.5,42.4,18.0,4160
143,31.0,4.0,83.0,21.6,1.0,2.77,33.0,19.2,58.0,41.0,1031
254,31.0,4.0,82.0,31.4,1.0,5.17,33.0,22.7,54.9,22.0,1124
34,32.0,4.0,80.0,44.7,1.0,7.12,34.0,25.5,55.3,39.0,1124
538,29.0,11.0,85.0,92.9,1.0,49.09,114.0,39.2,43.9,18.0,3453
4,32.0,4.0,90.0,69.8,1.0,9.2,8.0,27.5,57.3,66.0,955
578,29.0,12.0,85.0,100.0,1.0,65.9,61.0,83.5,38.8,98.0,3148
500,30.0,9.0,84.0,63.1,1.0,16.22,56.0,31.0,43.5,20.0,4052
545,29.0,12.0,85.0,100.0,1.0,65.9,61.0,83.5,38.8,98.0,3148
389,30.0,7.0,88.0,82.7,1.0,25.07,67.0,34.9,49.4,73.0,2102
429,32.0,9.0,85.0,40.0,1.0,4.49,0.0,20.8,42.4,35.0,772
693,29.0,17.0,89.0,100.0,0.0,107.45,107.0,83.1,45.9,27.0,5274
83,33.0,4.0,83.0,37.6,1.0,5.38,20.0,23.1,56.1,34.0,1001
329,32.0,4.0,82.0,35.7,1.0,9.64,51.0,29.0,53.3,24.0,1651
203,31.0,4.0,85.0,49.8,1.0,9.31,39.0,27.8,57.3,43.0,1256
244,31.0,4.0,82.0,40.0,1.0,6.73,31.0,25.1,56.1,23.0,1160
8,31.0,4.0,89.0,61.2,1.0,12.41,20.0,30.2,60.4,50.0,1384
372,31.0,6.0,89.0,75.7,1.0,8.24,18.0,28.2,49.8,42.0,845
249,31.0,4.0,83.0,42.4,1.0,7.78,28.0,26.3,54.9,34.0,1277
124,32.0,4.0,82.0,32.9,1.0,8.54,36.0,27.5,55.7,29.0,1751
197,31.0,4.0,85.0,50.6,1.0,9.54,36.0,28.2,57.3,37.0,1293
271,31.0,4.0,84.0,63.1,1.0,8.83,26.0,27.5,55.3,41.0,982
191,33.0,4.0,83.0,38.0,1.0,4.29,0.0,20.4,55.3,31.0,804
384,31.0,8.0,83.0,23.1,1.0,5.23,59.0,23.5,49.4,65.0,2035
613,29.0,13.0,88.0,100.0,1.0,51.42,45.0,45.1,36.9,97.0,2654
522,29.0,11.0,86.0,100.0,0.0,39.12,115.0,32.9,43.9,97.0,5402
40,32.0,4.0,82.0,74.1,1.0,10.73,27.0,29.8,58.8,55.0,980
434,30.0,9.0,85.0,100.0,1.0,39.75,42.0,36.9,45.1,22.0,2629
318,34.0,4.0,94.0,37.3,1.0,4.14,0.0,20.4,54.5,34.0,805
305,34.0,4.0,94.0,39.6,1.0,4.53,0.0,20.8,54.5,34.0,805
238,31.0,4.0,83.0,69.8,1.0,10.47,31.0,29.0,57.3,59.0,1021
360,32.0,3.0,83.0,19.6,1.0,9.29,61.0,27.8,52.9,51.0,3154
562,29.0,11.0,86.0,100.0,0.0,77.53,137.0,83.5,46.3,18.0,3846
539,29.0,10.0,90.0,100.0,0.0,81.0,91.0,83.5,52.5,99.0,3901
662,31.0,15.0,99.0,18.4,1.0,6.72,49.0,25.1,42.4,81.0,2354
209,31.0,4.0,83.0,27.1,1.0,5.0,38.0,22.4,56.1,19.0,1269
549,28.0,12.0,87.0,100.0,0.0,87.09,133.0,83.5,48.2,96.0,4209
116,33.0,4.0,83.0,19.2,1.0,4.03,29.0,21.6,55.3,28.0,1540
423,30.0,8.0,84.0,18.4,1.0,4.96,42.0,22.4,49.0,22.0,1850
692,29.0,17.0,89.0,100.0,0.0,100.64,106.0,83.5,43.9,97.0,4793
487,30.0,9.0,88.0,15.7,1.0,9.88,88.0,29.4,49.4,17.0,3407
437,30.0,9.0,85.0,26.7,0.0,75.94,71.0,83.5,47.8,21.0,4438
99,33.0,4.0,83.0,23.9,1.0,1.98,31.0,17.6,55.3,27.0,933
432,31.0,9.0,85.0,100.0,1.0,71.1,111.0,83.5,50.6,53.0,3575
205,31.0,4.0,84.0,52.2,1.0,9.87,40.0,28.6,56.9,21.0,1325
592,29.0,12.0,88.0,100.0,1.0,102.76,146.0,83.5,45.1,39.0,4990
260,31.0,4.0,83.0,40.4,1.0,8.3,32.0,26.7,55.3,33.0,1422
310,33.0,4.0,90.0,39.2,1.0,4.15,0.0,20.4,54.1,33.0,808
345,32.0,4.0,82.0,18.0,1.0,4.56,53.0,22.0,53.3,38.0,1697
531,31.0,10.0,86.0,43.9,1.0,4.65,0.0,20.8,39.6,33.0,795
638,30.0,15.0,95.0,100.0,1.0,66.3,103.0,83.5,47.5,76.0,3350
748,31.0,17.0,94.0,36.5,1.0,4.04,20.0,20.4,33.3,33.0,790
371,31.0,7.0,87.0,82.4,1.0,21.92,68.0,34.1,50.6,60.0,1847
557,29.0,12.0,88.0,65.5,1.0,49.57,150.0,38.8,45.9,91.0,5022
23,33.0,4.0,82.0,18.8,1.0,3.59,36.0,20.4,55.7,20.0,1256
469,31.0,9.0,87.0,56.9,1.0,16.17,17.0,32.5,48.6,40.0,1365
605,29.0,13.0,87.0,100.0,0.0,26.24,101.0,32.9,46.3,97.0,5176
354,32.0,6.0,88.0,36.5,1.0,4.27,0.0,20.4,50.2,37.0,860
405,31.0,9.0,85.0,38.0,1.0,4.42,13.0,20.0,42.4,35.0,872
58,34.0,4.0,82.0,40.8,1.0,4.36,0.0,20.8,55.3,35.0,788
619,30.0,14.0,97.0,100.0,0.0,78.18,91.0,67.5,46.7,76.0,3816
563,29.0,11.0,86.0,39.2,1.0,74.39,132.0,49.8,44.7,64.0,3689
13,31.0,4.0,89.0,54.1,1.0,11.63,33.0,29.8,59.6,20.0,1464
412,32.0,9.0,84.0,18.0,1.0,6.39,47.0,24.7,45.1,19.0,2237
600,29.0,13.0,87.0,16.9,1.0,6.47,27.0,24.7,32.9,87.0,2616
548,29.0,12.0,87.0,18.8,1.0,49.67,125.0,33.7,49.0,96.0,5657
413,30.0,8.0,84.0,83.1,1.0,24.68,77.0,34.9,51.4,65.0,2016
149,33.0,4.0,83.0,36.9,1.0,4.15,0.0,20.4,55.3,32.0,798
0,34.0,4.0,95.0,42.0,1.0,4.73,0.0,21.6,56.1,37.0,807
430,30.0,9.0,84.0,100.0,0.0,61.86,90.0,83.5,49.0,19.0,2980
234,31.0,4.0,82.0,58.8,1.0,11.41,16.0,29.8,53.7,27.0,1316
570,29.0,11.0,85.0,92.9,1.0,49.09,114.0,39.2,43.9,18.0,3453
602,28.0,13.0,86.0,100.0,0.0,107.93,74.0,83.5,37.3,96.0,5126
363,30.0,7.0,91.0,100.0,1.0,39.9,73.0,43.5,52.5,85.0,2237
746,30.0,17.0,92.0,94.5,1.0,23.21,21.0,34.9,32.5,20.0,1790
646,30.0,15.0,93.0,18.0,1.0,6.94,44.0,25.5,42.4,19.0,2507
270,32.0,4.0,83.0,40.0,1.0,5.64,29.0,23.1,54.9,34.0,972
615,29.0,13.0,88.0,100.0,0.0,72.59,90.0,83.5,43.5,99.0,3564
221,31.0,4.0,82.0,59.6,1.0,14.06,34.0,30.6,56.1,46.0,1610
583,29.0,13.0,88.0,19.2,1.0,13.78,85.0,30.6,45.9,18.0,4829
598,29.0,13.0,87.0,17.6,1.0,12.77,119.0,30.2,43.5,18.0,5041
494,29.0,10.0,86.0,100.0,0.0,83.49,87.0,83.5,48.2,18.0,3992
146,33.0,4.0,83.0,24.7,1.0,4.02,22.0,19.6,57.3,20.0,803
435,31.0,9.0,84.0,96.1,1.0,51.38,61.0,83.5,42.4,100.0,1801
628,29.0,14.0,88.0,100.0,1.0,71.27,63.0,83.5,35.3,96.0,3451
678,30.0,15.0,95.0,16.9,1.0,8.46,60.0,27.1,41.6,18.0,3387
462,31.0,9.0,86.0,17.6,1.0,6.39,57.0,24.7,47.5,20.0,2360
290,31.0,4.0,84.0,60.4,1.0,8.26,20.0,26.7,56.5,40.0,928
69,32.0,4.0,84.0,64.3,1.0,13.61,30.0,31.0,58.4,40.0,1477
553,29.0,11.0,86.0,100.0,0.0,79.82,122.0,83.5,44.7,97.0,3858
289,33.0,4.0,87.0,40.4,1.0,4.54,0.0,20.8,54.5,36.0,793
532,29.0,11.0,86.0,39.2,1.0,74.39,132.0,49.8,44.7,64.0,3689
523,29.0,11.0,86.0,100.0,0.0,79.82,122.0,83.5,44.7,97.0,3858
568,29.0,11.0,85.0,18.0,1.0,12.41,130.0,31.8,43.5,97.0,3592
449,30.0,9.0,88.0,100.0,1.0,68.17,103.0,83.5,54.5,91.0,3943
700,31.0,15.0,100.0,18.0,1.0,6.71,50.0,25.5,44.7,35.0,2468
322,32.0,4.0,95.0,15.3,1.0,2.72,16.0,17.3,55.3,19.0,1137
647,30.0,15.0,93.0,18.8,1.0,5.33,23.0,23.1,41.2,20.0,1978
223,32.0,4.0,82.0,21.6,1.0,3.6,15.0,19.6,54.5,37.0,1169
465,32.0,9.0,86.0,39.6,1.0,4.32,0.0,20.4,42.4,36.0,782
453,31.0,9.0,87.0,43.1,1.0,4.46,0.0,21.2,39.2,35.0,786
708,30.0,15.0,95.0,100.0,0.0,84.08,67.0,83.5,41.2,96.0,3976
284,30.0,4.0,84.0,60.4,1.0,11.7,27.0,29.8,56.1,52.0,1324
733,29.0,17.0,89.0,100.0,0.0,100.64,106.0,83.5,43.9,97.0,4793
456,30.0,9.0,85.0,100.0,1.0,39.75,42.0,36.9,45.1,22.0,2629
64,33.0,4.0,83.0,18.8,1.0,4.02,16.0,22.0,54.9,36.0,1062
43,33.0,4.0,82.0,22.7,1.0,3.58,37.0,19.6,58.0,20.0,1156
331,34.0,4.0,99.0,41.6,1.0,4.44,9.0,20.8,54.9,35.0,796
611,29.0,13.0,88.0,16.5,1.0,7.78,30.0,26.3,38.8,18.0,3104
483,30.0,9.0,85.0,18.4,1.0,6.44,22.0,24.7,43.1,19.0,2377
