,ENGINE_COOLANT_TEMP,AMBIENT_AIR_TEMP,ENGINE_LOAD,MAF,THROTTLE_POS,SPEED,ENGINE_RPM,FUEL_LEVEL,LOG_ENGINE_RPM,LOG_MAF
590,88.0,12.0,40.4,31.28,35.7,152.0,5143,47.1,8.545391845969355,3.442978947646419
589,88.0,14.0,17.6,8.9,27.1,58.0,3229,41.6,8.079927771067968,2.1860513890976385
80,84.0,4.0,18.0,4.01,21.2,27.0,1442,56.5,7.273786318538375,1.3887914906950054
652,95.0,14.0,61.6,19.98,32.5,28.0,3026,41.2,8.01499689467877,2.9947318232704565
718,91.0,16.0,17.6,4.38,20.8,64.0,1728,40.4,7.454719949942705,1.477048952698831
263,82.0,4.0,33.3,5.41,23.1,33.0,1102,54.9,7.004881990620301,1.6882492777012568
255,83.0,4.0,23.5,3.76,19.6,33.0,1124,54.9,7.0246490313433165,1.3244192233592145
282,84.0,4.0,63.1,8.83,27.5,26.0,982,55.3,6.889591309372796,2.178155127866145
671,91.0,16.0,18.4,13.97,30.6,59.0,5218,38.0,8.559869465888319,2.636912244850829
240,83.0,4.0,40.4,6.45,24.7,33.0,1127,56.5,7.027314514927088,1.864080285846429
747,93.0,17.0,38.0,4.22,19.6,17.0,830,34.5,6.721425701995463,1.4398353650147169
87,84.0,4.0,69.0,11.82,30.2,17.0,1183,58.0,7.075808864823696,2.469793096580317
544,84.0,12.0,76.1,13.96,31.0,33.0,1762,35.3,7.474204807063661,2.636196168967462
708,96.0,17.0,51.0,10.69,31.8,6.0,762,32.2,6.635946556998983,2.369308818582319
47,82.0,4.0,14.1,2.74,18.8,34.0,996,56.1,6.903747258588615,1.007958285363416
595,88.0,14.0,100.0,78.96,83.5,88.0,3848,42.7,8.255308812045472,4.368941407789866
110,82.0,4.0,40.4,8.37,26.7,31.0,1431,54.9,7.266128780255263,2.1246540039756896
601,86.0,13.0,100.0,61.34,83.5,55.0,2851,31.8,7.955425089263426,4.116432174988681
635,88.0,14.0,40.0,4.56,20.0,8.0,890,36.5,6.791221463849781,1.5173228428245162
575,88.0,13.0,39.6,23.84,35.3,77.0,3991,40.4,8.291797105299297,3.1713648841434567
252,82.0,4.0,36.1,5.24,23.1,33.0,1070,55.3,6.975413928390531,1.6563216891726271
229,83.0,4.0,69.8,10.47,29.0,31.0,1021,57.3,6.928537819144098,2.3485141203934248
486,88.0,9.0,100.0,71.21,83.5,106.0,3534,50.6,8.170185653162607,4.265633272037005
649,94.0,15.0,35.3,4.16,20.4,1.0,801,38.0,6.685860948316798,1.4255153146577584
318,90.0,4.0,43.1,7.3,25.9,35.0,1169,54.9,7.0639039623275,1.9878744851406371
572,85.0,11.0,17.6,3.51,19.2,20.0,1379,35.7,7.229113878518465,1.2556163223780188
368,88.0,7.0,25.1,22.18,33.7,60.0,2096,49.0,7.647786045918032,3.099191027007883
477,84.0,9.0,22.7,15.05,32.2,78.0,5523,42.7,8.616676470082249,2.711378057640065
80,84.0,4.0,62.7,16.79,32.2,9.0,1767,57.3,7.477038472885628,2.820783530648709
140,83.0,4.0,54.5,12.71,30.6,32.0,1604,58.0,7.380255789049901,2.542389163879566
580,85.0,12.0,100.0,91.68,83.5,99.0,4273,45.5,8.360071435878053,4.518304263873934
515,90.0,10.0,26.7,12.75,29.8,82.0,4354,48.6,8.378850242024166,2.5455313500358048
618,88.0,13.0,19.6,11.48,29.8,72.0,4021,42.7,8.299285907145968,2.4406064779994305
702,91.0,17.0,17.6,15.66,31.4,59.0,5786,41.6,8.663196485708912,2.7511097544196152
695,90.0,17.0,17.3,13.67,30.6,101.0,5365,44.3,8.587651655251193,2.615203723888745
41,82.0,4.0,48.6,8.62,25.9,31.0,1414,58.8,7.2541778471637315,2.154085200684876
92,85.0,4.0,64.3,11.01,29.4,36.0,1187,57.3,7.0791843954521285,2.398804041561106
341,82.0,4.0,100.0,21.97,36.1,54.0,1384,50.6,7.232733136900158,3.089677931913132
130,83.0,4.0,59.6,14.03,31.0,31.0,1537,57.3,7.337587744189214,2.641197965390204
744,92.0,17.0,18.0,10.9,29.4,18.0,4157,38.4,8.332548939493195,2.388762880978213
51,82.0,4.0,26.3,3.56,19.2,33.0,930,56.1,6.83518458722257,1.2697608257627762
566,85.0,11.0,100.0,72.43,83.5,135.0,3634,43.5,8.198089249231295,4.282620592013669
53,82.0,4.0,28.2,3.41,19.2,32.0,879,55.7,6.778784898822834,1.2267125845505145
474,84.0,9.0,23.1,12.6,30.2,84.0,4836,45.5,8.483843211941466,2.5336968933225084
557,85.0,11.0,100.0,93.44,83.5,138.0,4527,47.8,8.417814747656855,4.537319529781971
178,82.0,4.0,47.1,10.56,29.0,31.0,1518,55.7,7.325148958614337,2.357073372975081
12,89.0,4.0,57.3,10.11,28.6,28.0,1204,59.6,7.093404626699331,2.3135251319443437
492,86.0,10.0,52.9,11.38,32.2,38.0,1094,42.7,6.997595983896003,2.431857516571643
323,83.0,4.0,48.2,12.38,29.8,55.0,1912,54.9,7.555905094134359,2.5160823480318912
544,90.0,10.0,26.7,12.75,29.8,82.0,4354,48.6,8.378850242024166,2.5455313500358048
259,83.0,4.0,42.4,7.78,26.3,28.0,1277,54.9,7.152268856815625,2.0515564667249966
103,83.0,4.0,20.8,3.42,19.6,24.0,1160,55.7,7.056175284962479,1.229640843472132
669,93.0,16.0,44.3,15.7,31.0,82.0,4297,46.7,8.365672384007716,2.753660776048528
91,85.0,4.0,80.0,12.14,30.6,35.0,1083,56.9,6.987490247924352,2.496505868003672
424,85.0,9.0,87.1,19.93,32.5,17.0,1851,43.1,7.523481313113746,2.992226184400317
246,82.0,4.0,59.2,13.38,30.6,33.0,1528,56.1,7.331714970380916,2.5937611294384952
216,82.0,4.0,17.6,4.93,22.7,36.0,1849,56.5,7.522400231927958,1.5953391908943346
549,87.0,12.0,100.0,87.09,83.5,133.0,4209,48.2,8.344980369008157,4.466942078187023
280,85.0,4.0,42.4,4.64,21.2,0.0,808,54.9,6.694562059758719,1.534714581755382
480,85.0,9.0,18.0,7.78,26.3,64.0,2811,43.9,7.941295571262277,2.0515564667249966
53,82.0,4.0,92.5,14.61,32.2,32.0,1071,56.1,6.976348071381456,2.681706294208875
242,83.0,4.0,19.2,3.52,20.4,37.0,1284,56.5,7.157735485028723,1.2584612737008745
535,85.0,11.0,100.0,75.8,83.5,136.0,3720,43.9,8.22147894753601,4.328098305840938
479,88.0,9.0,36.1,3.79,20.0,0.0,807,39.2,6.693323669509106,1.332366282946543
8,89.0,4.0,61.2,12.41,30.2,20.0,1384,60.4,7.232733136900158,2.51850267979669
480,88.0,9.0,42.0,4.48,20.8,1.0,790,39.6,6.67203294672689,1.4996232696411549
102,83.0,4.0,18.0,3.5,20.4,24.0,1300,56.1,7.170119544218859,1.252763254209613
178,83.0,4.0,38.8,4.06,20.4,1.0,793,54.9,6.675823222895882,1.4011832199190295
75,84.0,4.0,26.3,3.16,18.8,26.0,899,57.6,6.801283035583968,1.150572344054467
504,86.0,10.0,43.9,4.65,20.8,0.0,795,39.6,6.678342115912193,1.5368674346530051
394,87.0,7.0,17.6,4.12,22.0,58.0,1586,50.2,7.36897040282531,1.4158534060798522
11,89.0,4.0,63.5,9.5,28.2,23.0,1040,60.0,6.946975993096957,2.2512919038696477
177,83.0,4.0,34.5,3.83,20.0,3.0,810,54.9,6.697034248901052,1.3428650642891264
431,85.0,9.0,78.0,40.44,38.0,105.0,3337,51.0,8.112827479051044,3.6998194188802622
385,83.0,8.0,27.1,4.94,23.1,37.0,1987,49.4,7.594381243055088,1.5973655336289605
188,83.0,4.0,36.9,4.34,20.4,0.0,805,54.9,6.690842278660799,1.4678745785270335
409,83.0,8.0,100.0,42.89,42.7,73.0,2399,49.8,7.782807263256535,3.758638721844247
484,85.0,9.0,42.0,4.54,21.2,2.0,787,39.2,6.668228249688052,1.5129272323175496
453,85.0,9.0,18.0,7.9,26.7,71.0,2902,49.0,7.973155433788723,2.0668628860552465
121,82.0,4.0,17.3,3.48,20.4,39.0,1380,55.7,7.229838778875888,1.2470325811426637
172,82.0,4.0,23.1,3.55,19.2,32.0,1086,54.9,6.990256501414692,1.2669478851774256
695,97.0,15.0,41.2,4.56,20.8,10.0,780,41.2,6.6592939209656885,1.5173228428245162
696,90.0,17.0,16.9,11.05,29.4,43.0,4457,41.6,8.402231173170922,2.402430518461496
428,83.0,9.0,100.0,61.2,83.5,72.0,2868,45.5,7.961370202068186,4.114147205858149
224,82.0,4.0,38.8,4.23,20.4,10.0,801,52.5,6.685860948316798,1.4422022294647785
112,82.0,4.0,41.2,7.24,25.9,34.0,1074,55.3,6.979145275999909,1.9796213445191624
142,83.0,4.0,36.9,4.15,20.4,0.0,798,55.3,6.682108598702942,1.4231085752064334
283,85.0,4.0,38.4,4.35,20.4,2.0,797,54.5,6.68085468004492,1.4701760749856236
315,99.0,4.0,42.0,4.64,21.6,9.0,783,54.9,6.663132697267942,1.534714581755382
85,83.0,4.0,38.0,4.4,20.4,0.0,782,56.1,6.661854741824084,1.481604768196917
224,82.0,4.0,17.6,4.93,22.7,36.0,1849,56.5,7.522400231927958,1.5953391908943346
219,82.0,4.0,26.3,6.23,24.3,32.0,1578,55.7,7.363913502039533,1.8293764933129928
298,85.0,4.0,30.6,4.36,20.8,5.0,726,54.5,6.587550016202207,1.472472286718715
203,85.0,4.0,49.8,9.31,27.8,39.0,1256,57.3,7.135687347824322,2.231089198700356
17,84.0,4.0,30.2,7.09,25.5,32.0,1579,56.1,7.364547014888954,1.9586854815877497
380,91.0,7.0,100.0,39.9,43.5,73.0,2237,52.5,7.712890961937156,3.686376348958474
500,86.0,10.0,17.6,7.63,25.9,66.0,2840,46.7,7.951559331507364,2.032087976357956
319,89.0,4.0,40.8,6.76,25.1,36.0,1167,54.9,7.062191633143454,1.911023037983856
347,82.0,4.0,52.2,14.05,31.0,53.0,1838,53.7,7.516433303459702,2.6426224669541294
607,91.0,14.0,100.0,97.07,83.5,65.0,4562,46.7,8.425516403063536,4.575432378025979
47,82.0,4.0,19.2,3.54,20.4,39.0,1245,57.3,7.1268908097020205,1.264127009631519
18,84.0,4.0,31.8,7.1,25.5,32.0,1572,56.1,7.360103973625284,1.9600949248923305
537,85.0,11.0,100.0,70.75,83.5,132.0,3571,43.5,8.180600947874481,4.259152550657623
131,83.0,4.0,62.4,14.13,31.0,31.0,1563,57.6,7.354362331061272,2.648300267467842
448,88.0,9.0,100.0,71.73,83.5,79.0,4343,52.9,8.376320632765077,4.272909084079512
176,82.0,4.0,45.1,9.82,28.2,30.0,1484,55.3,7.3024964244011805,2.284421224199363
35,81.0,4.0,19.6,2.77,18.4,31.0,1021,55.3,6.928537819144098,1.0188476812100125
111,82.0,4.0,18.8,2.94,18.8,37.0,1025,56.1,6.932447892548119,1.0784099214865868
508,85.0,9.0,18.4,6.44,24.7,22.0,2377,43.1,7.773594467780892,1.8625286953957532
626,96.0,14.0,100.0,76.29,83.5,113.0,3738,45.9,8.22630598828303,4.334541881210016
607,88.0,13.0,69.0,36.95,36.9,90.0,4822,42.4,8.480944058948499,3.60956567445781
358,82.0,4.0,100.0,21.97,36.1,54.0,1384,50.6,7.232733136900158,3.089677931913132
430,84.0,9.0,100.0,61.86,83.5,90.0,2980,49.0,7.99967857983502,4.1248737834224585
171,82.0,4.0,21.6,3.16,18.8,33.0,1058,54.9,6.964135613363425,1.150572344054467
309,90.0,4.0,37.6,4.18,20.4,0.0,806,54.1,6.692083743747324,1.430311485771086
404,83.0,8.0,23.1,5.23,23.5,59.0,2035,49.4,7.618251098368096,1.6544114692814025
134,83.0,4.0,54.1,12.83,30.2,33.0,1611,58.0,7.384610383797707,2.551786256569865
518,86.0,10.0,52.9,11.38,32.2,38.0,1094,42.7,6.997595983896003,2.431857516571643
296,91.0,4.0,38.4,4.31,20.4,0.0,800,54.1,6.684611728917927,1.4609381361341909
378,92.0,7.0,20.4,7.08,25.5,55.0,2278,51.4,7.731053144446109,1.9572740489485565
581,86.0,12.0,100.0,105.08,83.5,112.0,5045,47.8,8.526152932985925,4.6547219743338974
681,90.0,16.0,18.0,8.71,27.1,59.0,3263,40.8,8.090402296899788,2.1644719056749677
249,83.0,4.0,40.4,6.72,25.1,34.0,1153,56.5,7.050122521136362,1.905088303344571
426,85.0,9.0,42.4,4.68,21.2,23.0,768,42.7,6.643789734449755,1.5432983236047462
397,83.0,8.0,100.0,40.67,83.5,52.0,2201,48.6,7.6966670819808,3.705490744507281
265,82.0,4.0,62.7,9.83,28.6,12.0,851,52.5,6.746412129748462,2.2854390358884697
397,85.0,7.0,49.8,10.76,28.6,52.0,1702,50.6,7.439559309720863,2.3758356476704368
185,83.0,4.0,34.5,3.83,20.0,3.0,810,54.9,6.697034248901052,1.3428650642891264
724,90.0,16.0,18.0,10.43,29.0,71.0,3798,39.2,8.242229891635528,2.3446863648899536
51,82.0,4.0,27.1,3.5,19.2,32.0,889,55.7,6.790097236638764,1.252763254209613
307,89.0,4.0,39.6,4.42,20.8,0.0,784,54.1,6.664409021625918,1.4861399223339251
260,83.0,4.0,40.4,8.3,26.7,32.0,1422,55.3,7.259819611066421,2.116255635284473
70,84.0,4.0,36.5,4.04,18.4,29.0,963,58.4,6.870053412836548,1.3962449394977805
347,83.0,3.0,17.6,5.25,26.3,62.0,1820,51.0,7.506591780620291,1.6582282670797048
597,89.0,14.0,16.9,6.89,25.5,73.0,2687,43.5,7.896180608987653,1.9300712301634375
160,82.0,4.0,21.2,3.58,19.2,32.0,1113,55.3,7.014814352174017,1.2753630797421789
682,90.0,16.0,100.0,60.74,46.3,75.0,3283,39.6,8.096512917806193,4.106602476081218
376,91.0,7.0,100.0,25.54,61.2,44.0,1473,49.4,7.295056417141517,3.2402458897586603
390,88.0,7.0,91.4,30.76,36.9,67.0,2267,50.2,7.72621265094864,3.426215177147196
620,88.0,14.0,39.2,3.52,17.3,22.0,887,36.1,6.787844983436975,1.2584612737008745
699,100.0,15.0,17.6,9.43,27.8,56.0,3466,48.6,8.150756470564069,2.243896202689899
49,82.0,4.0,19.2,3.54,20.4,33.0,1260,56.5,7.138867000739174,1.264127009631519
215,84.0,4.0,20.0,3.43,20.0,36.0,1209,56.5,7.097548851441923,1.2325605527229957
222,82.0,4.0,48.6,12.66,30.2,37.0,1734,56.9,7.458186157917188,2.5384474957049683
335,89.0,4.0,39.6,6.79,25.1,36.0,1188,54.9,7.080026500764341,1.915451088845999
705,97.0,15.0,19.2,6.81,25.1,45.0,2347,41.2,7.7608931962771,1.9183922670042883
358,91.0,7.0,20.8,3.14,18.4,27.0,1091,48.2,6.994849986749661,1.1442231183914489
44,82.0,4.0,19.2,3.54,20.4,39.0,1245,57.3,7.1268908097020205,1.264127009631519
336,91.0,4.0,48.2,6.94,25.5,20.0,1030,53.3,6.937314082194555,1.937301918610922
594,88.0,14.0,35.3,14.0,30.6,75.0,5205,39.6,8.557374981241193,2.6390574010438272
403,83.0,8.0,88.2,24.97,35.3,61.0,1953,48.2,7.577121931388712,3.2176751443397387
688,89.0,16.0,20.0,4.89,22.0,36.0,1830,35.7,7.512071246381915,1.5871925079857372
264,82.0,4.0,31.4,5.17,22.7,33.0,1124,54.9,7.0246490313433165,1.642872881943917
421,83.0,9.0,100.0,65.34,83.5,82.0,3076,45.9,8.031385330950632,4.179604421477484
494,86.0,10.0,100.0,83.49,83.5,87.0,3992,48.2,8.292047637681856,4.424726876183391
541,91.0,10.0,18.0,13.56,30.6,99.0,5039,53.7,8.52496292887905,2.6071243562585598
691,89.0,17.0,100.0,85.52,83.5,94.0,4066,41.2,8.310414994434234,4.44875027840996
693,96.0,15.0,37.6,4.13,20.4,0.0,789,40.4,6.670766322113302,1.4182776491036626
550,88.0,12.0,100.0,94.74,83.5,142.0,4485,48.6,8.408493774715861,4.551136308050809
356,94.0,4.0,25.9,10.41,29.8,43.0,1668,53.7,7.419380583518213,2.3427669786883523
576,84.0,12.0,19.6,7.28,25.9,20.0,2579,36.9,7.855157006269092,1.9851309995712223
416,83.0,9.0,93.7,64.22,53.3,57.0,2518,42.7,7.831220215001433,4.16231470423284
337,94.0,4.0,36.1,4.24,20.0,11.0,792,52.2,6.674561393077052,1.444563505092895
402,84.0,8.0,20.8,6.47,27.5,57.0,2262,47.5,7.724004657118153,1.8671762630723023
386,88.0,7.0,100.0,43.1,53.3,41.0,1912,44.7,7.555905094134359,3.763523020311558
391,87.0,7.0,82.4,21.92,34.1,68.0,1847,50.6,7.521317980740658,3.087399507700252
257,83.0,4.0,27.5,3.89,19.6,29.0,1035,54.9,6.942156706665653,1.3584094146997308
393,84.0,8.0,83.1,24.68,34.9,77.0,2016,51.4,7.608870629687291,3.205993239555825
523,86.0,11.0,100.0,79.82,83.5,122.0,3858,44.7,8.257904193724876,4.379774112148776
254,83.0,4.0,18.8,3.37,20.0,37.0,1214,55.3,7.101675972443167,1.2149130411001314
228,83.0,4.0,69.0,10.39,29.0,31.0,1059,57.3,6.965080346545694,2.340843901357522
136,82.0,4.0,55.7,13.38,30.6,34.0,1649,56.9,7.407924323166027,2.5937611294384952
478,84.0,9.0,18.4,10.1,28.2,56.0,3620,44.3,8.19422930509606,2.3125355228571096
36,81.0,4.0,76.9,17.29,32.5,30.0,1484,57.6,7.3024964244011805,2.850128357532097
704,98.0,15.0,26.3,6.92,25.1,48.0,2448,42.4,7.803026644040713,1.9344159141382384
385,89.0,7.0,37.3,4.18,20.0,24.0,811,43.9,6.698268055348459,1.430311485771086
104,82.0,4.0,18.8,2.94,18.8,37.0,1025,56.1,6.932447892548119,1.0784099214865868
266,83.0,4.0,22.7,3.42,19.2,31.0,1070,54.9,6.975413928390531,1.229640843472132
382,84.0,8.0,20.8,6.47,27.5,57.0,2262,47.5,7.724004657118153,1.8671762630723023
644,93.0,15.0,64.7,26.48,34.9,38.0,3009,38.8,8.009363076962382,3.276389768833157
521,87.0,10.0,18.4,9.39,28.2,98.0,3492,45.1,8.158229917245862,2.2396453997164385
450,83.0,9.0,100.0,61.2,83.5,72.0,2868,45.5,7.961370202068186,4.114147205858149
116,83.0,4.0,19.2,4.03,21.6,29.0,1540,55.3,7.339537696057025,1.3937666240975188
501,86.0,10.0,17.6,2.95,19.2,21.0,1339,43.1,7.199678346437999,1.081805509334722
52,82.0,4.0,28.6,3.0,19.6,31.0,796,55.7,6.679599187100664,1.0986126220013874
271,83.0,4.0,30.6,1.98,17.3,27.0,969,54.9,6.876264612922758,0.6830973497568213
563,87.0,13.0,99.2,73.24,42.7,156.0,5288,45.1,8.57319538172063,4.293741733460051
95,83.0,4.0,18.0,3.5,20.4,24.0,1300,56.1,7.170119544218859,1.252763254209613
572,88.0,13.0,100.0,104.11,83.5,116.0,5196,45.5,8.555644377982945,4.645448042091886
54,82.0,4.0,18.0,3.84,21.6,25.0,1514,56.5,7.322510434657896,1.3454726270162682
267,83.0,4.0,27.5,3.89,19.6,29.0,1035,54.9,6.942156706665653,1.3584094146997308
247,83.0,4.0,58.0,14.29,31.0,36.0,1687,56.5,7.430707083138737,2.65956006192078
61,83.0,4.0,18.8,4.02,22.0,16.0,1062,54.9,6.967909202743504,1.3912821513871176
173,82.0,4.0,22.4,3.29,19.2,31.0,1081,54.9,6.985641818564278,1.1908878687286022
462,86.0,9.0,17.6,6.39,24.7,57.0,2360,47.5,7.766416898443384,1.854734424883954
6,89.0,4.0,49.4,16.1,31.8,12.0,2106,60.0,7.652545693168754,2.778819334102217
679,91.0,16.0,100.0,88.53,83.5,76.0,4160,42.4,8.333270353495694,4.483341488918564
712,91.0,16.0,18.4,13.97,30.6,59.0,5218,38.0,8.559869465888319,2.636912244850829
536,85.0,11.0,18.0,12.41,31.8,130.0,3592,43.5,8.186464429700486,2.51850267979669
603,89.0,14.0,40.4,4.27,20.4,0.0,791,39.6,6.673297969031877,1.4516140614325432
541,85.0,11.0,100.0,33.61,40.8,40.0,1835,32.9,7.51479976103363,3.514823671490064
598,87.0,13.0,17.6,12.77,30.2,119.0,5041,43.5,8.525359754281004,2.547098748352981
390,83.0,8.0,100.0,35.89,42.0,77.0,2035,50.2,7.618251098368096,3.58045873302243
468,86.0,9.0,100.0,89.18,83.1,96.0,4237,48.2,8.351610750862575,4.490656810412607
624,88.0,14.0,18.4,7.47,25.9,49.0,2717,40.4,7.9072836097944,2.0108951330135256
612,88.0,13.0,35.3,5.5,23.1,25.0,786,34.1,6.666956793701472,1.7047482740565905
69,84.0,4.0,64.3,13.61,31.0,30.0,1477,58.4,7.297768283208428,2.6108048901387577
412,84.0,8.0,87.8,24.52,34.5,73.0,2067,51.4,7.633853560165561,3.199489151851044
163,83.0,4.0,18.0,3.27,20.0,27.0,1253,55.7,7.133295955694153,1.184790290719513
517,86.0,10.0,16.9,4.13,21.2,26.0,889,44.3,6.790097236638764,1.4182776491036626
138,83.0,4.0,62.4,14.13,31.0,31.0,1563,57.6,7.354362331061272,2.648300267467842
60,83.0,4.0,40.8,4.66,21.2,12.0,797,54.5,6.68085468004492,1.5390156627298062
460,86.0,9.0,72.5,58.55,42.0,85.0,3978,50.2,8.2885344596653,4.0698811071231455
22,82.0,4.0,20.0,3.26,19.2,37.0,1204,55.7,7.093404626699331,1.1817275021270357
548,88.0,10.0,18.0,10.36,29.0,109.0,3824,47.8,8.249052274432799,2.3379523333564287
736,90.0,17.0,17.3,13.67,30.6,101.0,5365,44.3,8.587651655251193,2.615203723888745
150,83.0,4.0,23.9,3.5,19.2,24.0,1237,55.3,7.120444373200895,1.252763254209613
636,88.0,14.0,37.6,4.19,20.0,0.0,804,36.1,6.689599270422748,1.4327009725975024
272,84.0,4.0,62.7,10.65,29.4,26.0,1308,55.3,7.176254532781671,2.3655599860521432
48,82.0,4.0,26.3,3.56,19.2,33.0,930,56.1,6.83518458722257,1.2697608257627762
511,86.0,9.0,63.1,13.3,30.6,22.0,1737,40.0,7.45991476681681,2.5877641104156752
207,84.0,4.0,20.0,3.43,20.0,36.0,1209,56.5,7.097548851441923,1.2325605527229957
117,82.0,4.0,32.9,8.54,27.5,36.0,1751,55.7,7.467942332856954,2.1447611248964904
642,91.0,14.0,100.0,102.88,83.5,48.0,4728,43.9,8.46125755929744,4.633563270209371
449,83.0,9.0,100.0,60.42,83.5,54.0,2756,42.0,7.9215356324963935,4.101320192509337
653,97.0,15.0,35.7,3.96,20.0,0.0,799,40.8,6.683360947017839,1.3762442777916095
355,89.0,6.0,75.7,8.24,28.2,18.0,845,49.8,6.739336628540606,2.1090004652805963
280,83.0,4.0,62.7,8.41,27.1,30.0,1065,55.3,6.970730079082493,2.129421592890914
43,82.0,4.0,22.7,3.58,19.6,37.0,1156,58.0,7.052721050097375,1.2753630797421789
506,85.0,9.0,100.0,64.56,52.2,76.0,3322,45.1,8.108322290474264,4.16759503945116
304,88.0,4.0,41.6,4.48,20.8,0.0,789,54.1,6.670766322113302,1.4996232696411549
606,91.0,14.0,100.0,102.88,83.5,48.0,4728,43.9,8.46125755929744,4.633563270209371
143,83.0,4.0,23.9,3.5,19.2,24.0,1237,55.3,7.120444373200895,1.252763254209613
345,83.0,3.0,27.8,5.41,23.1,60.0,2028,52.2,7.61480536520417,1.6882492777012568
752,96.0,17.0,34.9,3.55,19.2,0.0,795,32.2,6.678342115912193,1.2669478851774256
456,85.0,9.0,100.0,39.75,36.9,42.0,2629,45.1,7.874358825110254,3.682609866257573
475,88.0,9.0,16.9,8.62,27.1,43.0,3313,46.7,8.105609402601736,2.154085200684876
509,89.0,10.0,18.4,60.45,76.1,75.0,4308,51.0,8.368229038508405,4.101816593603399
227,82.0,4.0,26.3,6.23,24.3,32.0,1578,55.7,7.363913502039533,1.8293764933129928
740,90.0,17.0,17.6,13.92,30.6,54.0,5264,40.8,8.568646473195123,2.6333267267453517
690,95.0,15.0,34.5,4.02,20.0,0.0,804,38.4,6.689599270422748,1.3912821513871176
46,82.0,4.0,22.7,3.58,19.6,37.0,1156,58.0,7.052721050097375,1.2753630797421789
728,89.0,16.0,31.8,64.29,45.9,58.0,4355,40.8,8.379079889516225,4.163404113708114
332,82.0,4.0,52.2,14.05,31.0,53.0,1838,53.7,7.516433303459702,2.6426224669541294
542,84.0,12.0,67.8,26.37,34.1,36.0,3621,38.4,8.194505510041807,3.272227038287076
685,89.0,16.0,100.0,66.32,83.5,78.0,3161,35.3,8.058643712531973,4.194491525905447
15,85.0,4.0,38.0,8.33,26.7,31.0,1486,56.5,7.3038432259506525,2.1198635762267632
515,86.0,10.0,76.1,20.85,33.3,53.0,2375,46.3,7.772752716889794,3.03735399620644
6,89.0,4.0,49.4,16.1,31.8,12.0,2106,60.0,7.652545693168754,2.778819334102217
455,88.0,9.0,36.1,3.79,20.0,0.0,807,39.2,6.693323669509106,1.332366282946543
218,82.0,4.0,27.1,5.93,24.3,32.0,1523,55.7,7.32843735355176,1.7800243816436838
234,82.0,4.0,58.8,11.41,29.8,16.0,1316,53.7,7.182352112645141,2.4344902515163995
727,89.0,16.0,100.0,84.35,83.5,90.0,4043,39.2,8.304742269888111,4.434974820847342
353,94.0,4.0,36.1,4.24,20.0,11.0,792,52.2,6.674561393077052,1.444563505092895
642,94.0,15.0,18.0,5.45,23.1,28.0,2078,38.0,7.639161172140405,1.6956157921613744
54,82.0,4.0,27.1,3.5,19.2,32.0,889,55.7,6.790097236638764,1.252763254209613
144,83.0,4.0,37.6,4.08,20.4,13.0,789,54.9,6.670766322113302,1.4060972335140796
406,85.0,9.0,45.5,5.16,23.5,9.0,726,42.0,6.587550016202207,1.6409367732919022
623,97.0,14.0,16.9,9.25,30.6,103.0,3308,45.9,8.104099056445879,2.224623659632436
345,82.0,4.0,18.0,4.56,22.0,53.0,1697,53.3,7.436617265823502,1.5173228428245162
361,83.0,3.0,61.2,17.98,32.2,61.0,2058,52.2,7.629489916879903,2.889260084660825
413,84.0,9.0,96.1,51.38,83.5,61.0,1801,42.4,7.4960973457312035,3.9392490111445633
654,96.0,14.0,36.9,21.73,33.7,50.0,3314,43.5,8.105911198288258,3.0786938402876656
609,92.0,14.0,17.3,9.14,27.5,53.0,3477,48.2,8.153925132295466,2.212660494875243
308,95.0,4.0,18.4,3.4,20.0,13.0,1271,54.9,7.147559271976236,1.2237757257397197
0,95.0,4.0,42.0,4.73,21.6,0.0,807,56.1,6.693323669509106,1.5539254139203098
165,83.0,4.0,15.3,4.0,22.0,33.0,1570,55.7,7.358830898979296,1.3862946111198593
76,83.0,4.0,19.6,3.61,20.4,23.0,1282,56.1,7.156176638260646,1.2837080493530617
631,89.0,14.0,47.1,16.89,29.4,82.0,2764,45.1,7.924434185249355,2.826721790026338
271,84.0,4.0,63.1,8.83,27.5,26.0,982,55.3,6.889591309372796,2.178155127866145
477,87.0,9.0,43.1,4.46,21.2,0.0,786,39.2,6.666956793701472,1.4951489902471942
647,93.0,15.0,18.8,5.33,23.1,23.0,1978,41.2,7.589841512688219,1.6733514257949964
120,83.0,4.0,41.6,6.97,25.5,36.0,1174,55.7,7.068172001239831,1.9416153682444448
251,83.0,4.0,40.4,6.42,24.3,32.0,1103,56.1,7.005789020160121,1.8594182734650972
559,88.0,12.0,100.0,95.28,53.3,148.0,4834,43.5,8.483429561470297,4.556819935542427
526,85.0,11.0,100.0,94.96,83.5,136.0,4419,47.5,8.393668705357035,4.553455760832162
329,97.0,4.0,36.9,4.38,20.4,0.0,806,54.1,6.692083743747324,1.477048952698831
416,83.0,8.0,17.6,3.23,18.8,33.0,1323,49.4,7.187657164870814,1.1724824468320405
523,86.0,10.0,18.8,15.44,33.3,74.0,3460,45.1,8.149023868340787,2.736961609363467
40,82.0,4.0,74.1,10.73,29.8,27.0,980,58.8,6.887552572685026,2.373043649839248
749,95.0,17.0,34.9,4.04,19.6,14.0,815,33.3,6.7031881144678565,1.3962449394977805
