,AIR_INTAKE_TEMP,AMBIENT_AIR_TEMP,ENGINE_COOLANT_TEMP,ENGINE_LOAD,EQUIV_RATIO,MAF,SPEED,THROTTLE_POS,FUEL_LEVEL,INTAKE_MANIFOLD_PRESSURE,ENGINE_RPM
355,33.0,4.0,89.0,39.6,1.0,4.42,0.0,20.8,54.1,33.0,784
356,33.0,4.0,89.0,38.8,1.0,4.27,0.0,20.4,54.1,34.0,808
357,33.0,4.0,90.0,37.6,1.0,4.18,0.0,20.4,54.1,32.0,806
358,33.0,4.0,90.0,39.2,1.0,4.15,0.0,20.4,54.1,33.0,808
359,33.0,4.0,91.0,38.4,1.0,4.31,0.0,20.4,54.1,32.0,800
360,33.0,4.0,91.0,38.0,1.0,4.2,0.0,20.4,54.1,34.0,799
361,33.0,4.0,91.0,37.3,1.0,4.09,0.0,20.4,54.1,34.0,799
362,33.0,4.0,92.0,37.6,1.0,4.12,0.0,20.8,54.5,35.0,802
363,33.0,4.0,92.0,38.4,1.0,4.27,0.0,20.4,54.5,33.0,781
365,34.0,4.0,93.0,38.4,1.0,4.37,0.0,20.8,54.5,34.0,786
366,34.0,4.0,93.0,38.4,1.0,4.4,0.0,20.8,54.5,34.0,799
367,34.0,4.0,94.0,37.3,1.0,4.14,0.0,20.4,54.5,34.0,805
368,34.0,4.0,94.0,36.9,1.0,4.14,0.0,20.4,54.5,33.0,802
369,34.0,4.0,94.0,39.6,1.0,4.53,0.0,20.8,54.5,34.0,805
370,32.0,4.0,94.0,81.6,1.0,10.41,13.0,29.4,54.5,48.0,906
371,32.0,4.0,95.0,15.3,1.0,2.72,16.0,17.3,55.3,19.0,1137
372,33.0,4.0,95.0,18.4,1.0,3.4,13.0,20.0,54.9,20.0,1271
373,33.0,4.0,95.0,35.7,1.0,4.44,4.0,20.8,54.5,36.0,806
374,33.0,4.0,96.0,42.7,1.0,4.73,1.0,21.2,54.1,37.0,813
375,34.0,4.0,96.0,40.8,1.0,4.75,0.0,21.2,53.7,32.0,810
376,34.0,4.0,96.0,36.5,1.0,4.61,0.0,21.2,54.1,36.0,797
377,34.0,4.0,97.0,42.4,1.0,4.67,0.0,21.6,54.1,32.0,792
378,34.0,4.0,97.0,36.9,1.0,4.38,0.0,20.4,54.1,32.0,806
379,34.0,4.0,99.0,42.0,1.0,4.64,9.0,21.6,54.9,33.0,783
380,34.0,4.0,99.0,41.6,1.0,4.44,9.0,20.8,54.9,35.0,796
381,34.0,4.0,99.0,41.6,1.0,4.51,8.0,20.8,54.9,34.0,802
460,35.0,4.0,90.0,43.1,1.0,7.3,35.0,25.9,54.9,36.0,1169
461,35.0,4.0,89.0,40.8,1.0,6.76,36.0,25.1,54.9,35.0,1167
462,35.0,4.0,89.0,39.6,1.0,6.79,36.0,25.1,54.9,32.0,1188
511,36.0,4.0,91.0,48.2,1.0,6.94,20.0,25.5,53.3,41.0,1030
552,34.0,4.0,84.0,35.7,1.0,6.43,35.0,24.3,54.1,36.0,1222
670,32.0,4.0,83.0,48.2,1.0,12.38,55.0,29.8,54.9,18.0,1912
671,32.0,4.0,83.0,29.8,1.0,8.21,53.0,27.1,54.9,24.0,1804
672,32.0,4.0,83.0,17.6,1.0,4.64,51.0,22.4,54.5,34.0,1765
674,32.0,4.0,83.0,49.8,1.0,13.09,52.0,30.6,54.1,40.0,1626
675,32.0,4.0,82.0,47.8,1.0,11.88,51.0,29.0,53.7,32.0,1748
676,32.0,4.0,82.0,30.6,1.0,7.52,48.0,26.3,53.7,30.0,1697
677,32.0,4.0,82.0,35.7,1.0,9.64,51.0,29.0,53.3,24.0,1651
678,32.0,4.0,82.0,18.0,1.0,4.56,53.0,22.0,53.3,38.0,1697
679,32.0,4.0,82.0,40.8,1.0,10.64,54.0,29.0,52.9,24.0,1793
752,31.0,4.0,82.0,52.2,1.0,14.05,53.0,31.0,53.7,33.0,1838
753,31.0,4.0,82.0,35.7,1.0,7.47,49.0,24.7,53.7,30.0,1411
754,31.0,4.0,82.0,22.4,1.0,2.32,45.0,20.0,53.3,21.0,1308
832,31.0,4.0,83.0,18.0,1.0,3.97,50.0,21.2,52.9,20.0,1467
835,31.0,4.0,82.0,20.4,1.0,3.57,41.0,19.6,52.5,21.0,1190
906,33.0,4.0,93.0,35.3,1.0,4.15,0.0,20.4,52.2,33.0,814
908,32.0,4.0,94.0,36.1,1.0,4.24,11.0,20.0,52.2,88.0,792
909,31.0,4.0,94.0,100.0,1.0,16.25,27.0,28.6,52.9,55.0,2882
910,31.0,4.0,94.0,19.2,1.0,4.77,36.0,25.9,53.7,57.0,1805
911,31.0,4.0,94.0,25.9,1.0,10.41,43.0,29.8,53.7,51.0,1668
989,31.0,4.0,82.0,42.4,1.0,8.19,49.0,29.0,50.2,87.0,1202
990,30.0,4.0,82.0,100.0,1.0,21.97,54.0,36.1,50.6,83.0,1384
991,30.0,4.0,82.0,72.5,1.0,16.57,55.0,32.2,51.8,58.0,1475
1086,32.0,3.0,83.0,19.6,1.0,9.29,61.0,27.8,52.9,51.0,3154
1087,32.0,3.0,83.0,61.2,1.0,17.98,61.0,32.2,52.2,41.0,2058
1088,32.0,3.0,83.0,27.8,1.0,5.41,60.0,23.1,52.2,29.0,2028
1089,32.0,3.0,83.0,18.0,1.0,5.39,55.0,23.1,51.8,20.0,1967
1090,32.0,3.0,83.0,17.6,1.0,5.25,62.0,26.3,51.0,85.0,1820
1091,32.0,3.0,83.0,20.0,1.0,5.94,54.0,23.9,51.4,20.0,2058
1165,30.0,4.0,83.0,54.1,1.0,14.1,60.0,31.0,51.8,90.0,1817
1167,30.0,4.0,83.0,35.7,1.0,20.16,70.0,34.5,52.5,90.0,2255
1169,30.0,4.0,83.0,20.0,1.0,9.32,76.0,30.2,52.9,90.0,2341
1254,32.0,6.0,87.0,35.7,1.0,4.05,0.0,20.0,49.4,32.0,813
1256,32.0,6.0,88.0,47.1,1.0,5.5,2.0,22.4,49.4,39.0,857
1257,32.0,6.0,88.0,36.5,1.0,4.27,0.0,20.4,50.2,37.0,860
1258,31.0,6.0,89.0,75.7,1.0,8.24,18.0,28.2,49.8,42.0,845
1327,33.0,7.0,89.0,40.8,1.0,4.47,0.0,20.8,47.5,31.0,789
1329,31.0,7.0,90.0,100.0,1.0,47.15,34.0,32.9,48.6,79.0,3081
1332,31.0,7.0,91.0,20.8,1.0,3.14,27.0,18.4,48.2,99.0,1091
1333,32.0,7.0,91.0,100.0,1.0,25.54,44.0,61.2,49.4,99.0,1473
1334,31.0,7.0,92.0,100.0,0.0,44.5,49.0,83.5,51.4,19.0,2342
1335,31.0,7.0,92.0,20.4,1.0,7.08,55.0,25.5,51.4,96.0,2278
1336,31.0,7.0,91.0,100.0,1.0,58.37,65.0,52.9,51.8,100.0,2907
1337,30.0,7.0,91.0,100.0,1.0,39.9,73.0,43.5,52.5,85.0,2237
1338,31.0,7.0,91.0,19.2,1.0,5.36,71.0,22.7,52.9,19.0,1978
1339,31.0,7.0,91.0,17.6,1.0,5.11,68.0,22.7,51.4,18.0,1898
1340,31.0,7.0,91.0,18.0,1.0,4.66,55.0,22.7,49.8,19.0,1814
1341,32.0,7.0,90.0,16.9,1.0,3.88,35.0,20.4,47.8,31.0,1363
1343,31.0,7.0,89.0,37.3,1.0,4.18,24.0,20.0,43.9,50.0,811
1344,30.0,7.0,88.0,100.0,1.0,43.1,41.0,53.3,44.7,32.0,1912
1345,30.0,7.0,88.0,100.0,1.0,37.65,54.0,43.1,47.1,87.0,2042
1346,30.0,7.0,88.0,25.1,1.0,22.18,60.0,33.7,49.0,69.0,2096
1347,30.0,7.0,88.0,82.7,1.0,25.07,67.0,34.9,49.4,73.0,2102
1348,31.0,7.0,88.0,91.4,1.0,30.76,67.0,36.9,50.2,19.0,2267
1349,31.0,7.0,87.0,82.4,1.0,21.92,68.0,34.1,50.6,60.0,1847
1350,31.0,7.0,87.0,71.4,1.0,19.53,68.0,32.9,51.0,47.0,1860
1351,31.0,7.0,87.0,17.6,1.0,4.73,60.0,22.4,51.0,19.0,1825
1352,31.0,7.0,87.0,17.6,1.0,4.12,58.0,22.0,50.2,90.0,1586
1353,31.0,7.0,86.0,100.0,1.0,28.26,65.0,45.1,50.6,94.0,1638
1354,31.0,7.0,86.0,100.0,1.0,30.22,60.0,37.6,51.0,18.0,1816
1356,31.0,7.0,85.0,49.8,1.0,10.76,52.0,28.6,50.6,52.0,1702
1357,31.0,7.0,85.0,100.0,1.0,35.77,70.0,54.5,51.0,30.0,1920
1358,31.0,7.0,85.0,17.3,1.0,6.07,69.0,24.3,51.0,18.0,2346
1359,31.0,7.0,84.0,18.4,1.0,4.51,42.0,21.6,49.0,20.0,1835
1360,31.0,8.0,84.0,18.8,1.0,9.2,52.0,29.8,46.3,81.0,2110
1361,30.0,8.0,84.0,20.8,1.0,6.47,57.0,27.5,47.5,77.0,2262
1362,30.0,8.0,83.0,88.2,1.0,24.97,61.0,35.3,48.2,67.0,1953
1363,31.0,8.0,83.0,23.1,1.0,5.23,59.0,23.5,49.4,65.0,2035
1364,31.0,8.0,83.0,27.1,1.0,4.94,37.0,23.1,49.4,21.0,1987
1365,31.0,8.0,83.0,46.7,1.0,18.73,44.0,31.8,46.3,90.0,1585
1366,31.0,8.0,83.0,100.0,1.0,27.93,59.0,29.8,47.5,98.0,2456
1367,30.0,8.0,83.0,100.0,1.0,35.19,69.0,65.9,48.6,94.0,2042
1368,30.0,8.0,83.0,100.0,1.0,42.89,73.0,42.7,49.8,93.0,2399
1369,30.0,8.0,83.0,100.0,1.0,35.89,77.0,42.0,50.2,90.0,2035
1370,30.0,8.0,83.0,100.0,1.0,31.81,76.0,38.0,51.0,81.0,2085
1371,30.0,8.0,84.0,87.8,1.0,24.52,73.0,34.5,51.4,20.0,2067
1372,30.0,8.0,84.0,83.1,1.0,24.68,77.0,34.9,51.4,65.0,2016
1373,30.0,8.0,84.0,63.5,1.0,18.41,76.0,32.5,51.4,27.0,2130
1374,30.0,8.0,84.0,18.8,1.0,5.87,64.0,23.9,51.0,20.0,2065
1375,31.0,8.0,83.0,17.6,1.0,3.23,33.0,18.8,49.4,20.0,1323
1376,31.0,8.0,83.0,24.3,1.0,8.33,40.0,28.2,46.7,99.0,1561
1377,30.0,8.0,83.0,100.0,0.0,40.67,52.0,83.5,48.6,23.0,2201
1378,30.0,8.0,83.0,72.2,1.0,6.53,52.0,23.5,50.2,51.0,1738
1379,30.0,8.0,83.0,19.2,1.0,4.72,33.0,22.4,50.2,20.0,1667
1380,30.0,8.0,84.0,100.0,1.0,20.17,45.0,54.1,47.5,99.0,1227
1381,30.0,8.0,84.0,100.0,1.0,27.86,56.0,57.6,48.6,23.0,1584
1382,30.0,8.0,84.0,18.4,1.0,4.96,42.0,22.4,49.0,22.0,1850
1385,30.0,9.0,85.0,87.1,1.0,19.93,17.0,32.5,43.1,19.0,1851
1386,31.0,9.0,85.0,21.6,1.0,3.22,16.0,18.4,44.3,40.0,1150
1387,31.0,9.0,85.0,42.4,1.0,4.68,23.0,21.2,42.7,26.0,768
1388,31.0,9.0,85.0,38.0,1.0,4.42,13.0,20.0,42.4,35.0,872
1389,32.0,9.0,85.0,45.5,1.0,5.16,9.0,23.5,42.0,29.0,726
1390,32.0,9.0,85.0,40.0,1.0,4.49,0.0,20.8,42.4,35.0,772
1391,31.0,9.0,86.0,38.8,1.0,18.55,100.0,32.9,53.3,33.0,3403
1392,31.0,9.0,85.0,78.0,1.0,40.44,105.0,38.0,51.0,66.0,3337
1393,31.0,9.0,85.0,100.0,1.0,71.1,111.0,83.5,50.6,53.0,3575
1394,31.0,9.0,85.0,18.4,1.0,9.49,83.0,28.2,50.2,18.0,3645
1395,32.0,9.0,84.0,18.0,1.0,6.39,47.0,24.7,45.1,19.0,2237
1396,31.0,9.0,84.0,96.1,1.0,51.38,61.0,83.5,42.4,100.0,1801
1397,31.0,9.0,83.0,100.0,0.0,66.59,79.0,83.5,44.7,98.0,3203
1399,31.0,9.0,83.0,20.4,1.0,7.28,44.0,25.9,46.7,22.0,2473
1400,31.0,9.0,83.0,93.7,1.0,64.22,57.0,53.3,42.7,71.0,2518
1401,31.0,9.0,83.0,100.0,1.0,60.37,67.0,83.5,44.7,99.0,2859
1402,31.0,9.0,83.0,100.0,0.0,69.18,69.0,83.5,47.5,21.0,3378
1403,31.0,9.0,83.0,19.6,1.0,9.23,59.0,27.5,48.2,92.0,3068
1404,31.0,9.0,83.0,18.8,1.0,8.69,58.0,27.1,47.1,35.0,2920
1405,30.0,9.0,83.0,100.0,0.0,65.34,82.0,83.5,45.9,100.0,3076
1406,31.0,9.0,83.0,100.0,0.0,24.68,81.0,32.5,48.2,19.0,4242
1407,31.0,9.0,83.0,19.2,1.0,10.09,33.0,28.6,46.7,20.0,3584
1408,31.0,9.0,83.0,20.0,1.0,7.02,40.0,25.5,41.6,84.0,2361
1409,31.0,9.0,83.0,100.0,1.0,44.18,31.0,36.1,43.1,19.0,3832
1410,31.0,9.0,83.0,23.9,1.0,15.01,26.0,34.9,40.4,51.0,1587
1411,30.0,9.0,83.0,100.0,0.0,60.42,54.0,83.5,42.0,37.0,2756
1412,30.0,9.0,83.0,100.0,0.0,61.2,72.0,83.5,45.5,101.0,2868
1413,30.0,9.0,84.0,42.4,0.0,11.76,87.0,27.8,47.8,97.0,3665
1414,30.0,9.0,84.0,100.0,0.0,61.86,90.0,83.5,49.0,19.0,2980
1415,31.0,9.0,85.0,18.0,1.0,7.9,71.0,26.7,49.0,19.0,2902
1416,31.0,9.0,85.0,19.6,1.0,5.75,27.0,23.5,45.5,32.0,2051
1418,30.0,9.0,85.0,100.0,0.0,54.74,53.0,83.5,41.2,96.0,2622
1419,30.0,9.0,85.0,100.0,1.0,39.75,42.0,36.9,45.1,22.0,2629
1420,31.0,9.0,85.0,19.2,1.0,3.46,38.0,18.0,43.5,102.0,1259
1421,30.0,9.0,85.0,100.0,0.0,77.58,63.0,83.5,44.3,97.0,3697
1422,30.0,9.0,85.0,26.7,0.0,75.94,71.0,83.5,47.8,21.0,4438
1424,30.0,9.0,86.0,72.5,1.0,58.55,85.0,42.0,50.2,50.0,3978
1425,30.0,9.0,86.0,18.4,1.0,7.68,76.0,26.3,49.4,19.0,2807
1426,31.0,9.0,86.0,17.6,1.0,6.39,57.0,24.7,47.5,20.0,2360
1427,31.0,9.0,86.0,18.4,1.0,4.37,27.0,21.6,45.5,21.0,1705
1428,31.0,9.0,86.0,27.1,1.0,3.65,3.0,20.0,43.1,34.0,809
1429,32.0,9.0,86.0,39.6,1.0,4.32,0.0,20.4,42.4,36.0,782
1430,32.0,9.0,86.0,43.9,1.0,4.72,0.0,21.2,43.9,37.0,784
1431,31.0,9.0,87.0,43.1,1.0,5.69,7.0,26.7,45.5,67.0,751
1432,31.0,9.0,87.0,99.2,1.0,28.05,13.0,37.3,48.2,20.0,1797
1433,31.0,9.0,87.0,56.9,1.0,16.17,17.0,32.5,48.6,40.0,1365
1434,31.0,9.0,87.0,92.5,1.0,18.92,36.0,35.7,49.0,95.0,1357
1435,30.0,9.0,87.0,100.0,0.0,73.02,66.0,83.5,51.0,96.0,3563
1436,30.0,9.0,88.0,100.0,1.0,71.73,79.0,83.5,52.9,99.0,4343
1438,30.0,9.0,88.0,100.0,1.0,68.17,103.0,83.5,54.5,91.0,3943
1439,30.0,9.0,89.0,100.0,1.0,56.45,102.0,41.2,54.1,18.0,3475
1441,30.0,9.0,88.0,16.9,1.0,8.62,43.0,27.1,46.7,18.0,3313
1442,31.0,9.0,88.0,17.3,1.0,3.58,1.0,19.6,42.4,32.0,1485
1443,31.0,9.0,87.0,43.1,1.0,4.46,0.0,21.2,39.2,35.0,786
1444,32.0,9.0,87.0,43.1,1.0,4.68,0.0,21.6,39.2,32.0,780
1445,32.0,9.0,88.0,36.1,0.0,3.79,0.0,20.0,39.2,30.0,807
1446,32.0,9.0,88.0,42.0,1.0,4.48,1.0,20.8,39.6,36.0,790
1447,31.0,9.0,88.0,79.2,1.0,17.22,25.0,31.4,40.0,101.0,1100
1448,30.0,9.0,88.0,100.0,0.0,19.74,59.0,32.9,43.5,96.0,5662
1449,30.0,9.0,88.0,100.0,0.0,109.97,79.0,35.3,46.7,100.0,5517
1450,30.0,9.0,88.0,100.0,0.0,85.05,95.0,83.5,48.6,96.0,4087
1451,30.0,9.0,88.0,100.0,0.0,17.36,104.0,31.8,50.6,101.0,4870
1452,30.0,9.0,88.0,100.0,0.0,71.21,106.0,83.5,50.6,18.0,3534
1453,30.0,9.0,88.0,15.7,1.0,9.88,88.0,29.4,49.4,17.0,3407
1454,30.0,9.0,88.0,16.5,1.0,10.47,71.0,29.0,46.3,18.0,4160
1455,30.0,9.0,87.0,16.9,1.0,7.48,45.0,25.9,43.9,18.0,3043
1457,30.0,9.0,86.0,100.0,0.0,46.71,65.0,83.1,42.7,100.0,2429
1458,30.0,9.0,86.0,100.0,0.0,69.83,82.0,83.1,45.5,97.0,3388
1459,29.0,9.0,86.0,100.0,0.0,89.18,96.0,83.1,48.2,97.0,4237
1460,30.0,9.0,85.0,100.0,1.0,66.52,103.0,83.5,49.8,96.0,3228
1461,30.0,9.0,85.0,100.0,0.0,70.16,103.0,83.5,50.2,18.0,3487
1462,30.0,9.0,86.0,17.6,1.0,8.94,90.0,27.1,49.0,19.0,3315
1463,30.0,9.0,85.0,16.9,1.0,7.29,85.0,25.9,45.9,61.0,2851
1464,30.0,9.0,85.0,50.2,1.0,15.16,86.0,31.4,44.7,69.0,2822
1465,29.0,9.0,85.0,34.5,1.0,73.5,97.0,77.6,44.3,97.0,4224
1466,30.0,9.0,84.0,23.1,0.0,12.6,84.0,30.2,45.5,99.0,4836
1467,30.0,9.0,84.0,63.1,1.0,16.22,56.0,31.0,43.5,20.0,4052
1468,30.0,9.0,84.0,46.7,1.0,89.35,69.0,81.2,40.0,97.0,3769
1469,30.0,9.0,84.0,22.7,0.0,15.05,78.0,32.2,42.7,97.0,5523
1470,30.0,9.0,84.0,18.4,1.0,10.1,56.0,28.2,44.3,43.0,3620
1471,30.0,9.0,84.0,100.0,0.0,61.93,60.0,83.5,42.7,18.0,2991
1472,30.0,9.0,85.0,18.0,1.0,7.78,64.0,26.3,43.9,94.0,2811
1473,30.0,9.0,85.0,100.0,1.0,64.56,76.0,52.2,45.1,46.0,3322
1474,30.0,9.0,85.0,17.6,1.0,9.63,57.0,28.2,46.7,18.0,3648
1475,30.0,9.0,85.0,18.4,1.0,6.44,22.0,24.7,43.1,19.0,2377
1476,31.0,9.0,85.0,33.7,1.0,3.86,3.0,19.6,40.0,32.0,819
1477,31.0,9.0,85.0,42.0,1.0,4.54,2.0,21.2,39.2,53.0,787
1478,30.0,9.0,86.0,63.1,1.0,13.3,22.0,30.6,40.0,37.0,1737
1479,30.0,9.0,86.0,83.5,1.0,30.25,39.0,36.5,42.7,24.0,2313
1480,30.0,9.0,86.0,96.1,1.0,24.54,50.0,33.7,45.1,49.0,2179
1481,30.0,10.0,86.0,33.7,1.0,12.03,47.0,29.8,46.3,18.0,2434
1483,30.0,10.0,86.0,76.1,1.0,20.85,53.0,33.3,46.3,101.0,2375
1484,30.0,10.0,86.0,100.0,0.0,59.16,61.0,83.5,47.5,19.0,2829
1486,31.0,10.0,86.0,16.9,1.0,4.13,26.0,21.2,44.3,34.0,889
1487,30.0,10.0,86.0,52.9,1.0,11.38,38.0,32.2,42.7,58.0,1094
1488,30.0,10.0,86.0,55.3,1.0,41.22,54.0,38.4,44.3,100.0,3389
1489,29.0,10.0,86.0,100.0,0.0,60.53,76.0,83.5,45.5,102.0,2870
1490,29.0,10.0,86.0,100.0,0.0,83.49,87.0,83.5,48.2,18.0,3992
1491,30.0,10.0,87.0,18.4,1.0,11.69,73.0,29.8,47.5,19.0,4216
1492,30.0,10.0,86.0,18.8,1.0,15.44,74.0,33.3,45.1,19.0,3460
1493,30.0,10.0,86.0,17.6,1.0,9.49,78.0,28.2,44.7,19.0,3522
1494,29.0,10.0,86.0,100.0,1.0,79.24,85.0,50.2,45.5,57.0,3992
1495,30.0,10.0,86.0,22.4,1.0,7.51,85.0,25.9,46.3,101.0,2800
1496,30.0,10.0,86.0,17.6,1.0,7.63,66.0,25.9,46.7,19.0,2840
1497,30.0,10.0,86.0,17.6,1.0,2.95,21.0,19.2,43.1,20.0,1339
1498,30.0,10.0,85.0,20.8,1.0,2.85,3.0,18.0,39.2,37.0,1073
1499,31.0,10.0,85.0,41.2,1.0,4.6,0.0,20.8,38.8,34.0,779
1500,31.0,10.0,86.0,43.9,1.0,4.65,0.0,20.8,39.6,33.0,795
1501,31.0,10.0,86.0,39.6,1.0,4.62,0.0,20.8,40.8,36.0,805
1502,31.0,10.0,87.0,40.4,1.0,4.4,0.0,20.8,42.0,35.0,796
1503,32.0,10.0,87.0,42.0,1.0,4.43,0.0,20.8,43.1,32.0,790
1505,31.0,10.0,88.0,41.6,1.0,4.52,4.0,20.4,44.7,74.0,815
1506,30.0,10.0,88.0,100.0,1.0,26.79,37.0,35.7,45.9,22.0,1826
1507,30.0,10.0,89.0,100.0,1.0,68.52,61.0,83.5,48.6,96.0,3168
1508,30.0,10.0,89.0,18.4,0.0,60.45,75.0,76.1,51.0,96.0,4308
1509,29.0,10.0,90.0,100.0,0.0,81.0,91.0,83.5,52.5,99.0,3901
1510,29.0,10.0,90.0,100.0,0.0,96.31,105.0,83.5,53.7,98.0,4627
1511,30.0,10.0,91.0,18.0,1.0,13.56,99.0,30.6,53.7,45.0,5039
1512,30.0,10.0,91.0,100.0,1.0,101.24,95.0,83.5,51.8,30.0,4939
1513,30.0,10.0,90.0,100.0,1.0,94.15,91.0,56.5,50.2,18.0,4685
1514,30.0,10.0,90.0,26.7,1.0,12.75,82.0,29.8,48.6,19.0,4354
1515,29.0,10.0,90.0,100.0,1.0,87.64,98.0,83.5,47.5,96.0,4182
1516,29.0,10.0,89.0,100.0,0.0,101.05,111.0,83.5,49.0,97.0,4945
1517,29.0,10.0,89.0,65.1,0.0,36.81,115.0,36.9,49.8,101.0,3884
1519,29.0,10.0,88.0,18.0,1.0,10.36,109.0,29.0,47.8,96.0,3824
1520,29.0,10.0,88.0,100.0,1.0,72.88,119.0,83.5,47.1,101.0,3664
1522,29.0,10.0,87.0,18.4,1.0,9.39,98.0,28.2,45.1,96.0,3492
1523,29.0,11.0,87.0,100.0,0.0,67.82,107.0,83.5,43.1,96.0,3349
1524,29.0,11.0,86.0,100.0,0.0,39.12,115.0,32.9,43.9,97.0,5402
1525,29.0,11.0,86.0,100.0,0.0,79.82,122.0,83.5,44.7,97.0,3858
1526,29.0,11.0,85.0,100.0,0.0,85.45,129.0,83.5,45.9,96.0,4122
1527,29.0,11.0,85.0,100.0,0.0,90.17,132.0,83.5,47.1,97.0,4323
1528,29.0,11.0,85.0,100.0,0.0,94.96,136.0,83.5,47.5,98.0,4419
1529,29.0,11.0,85.0,100.0,0.0,93.44,138.0,83.5,47.8,99.0,4527
1530,29.0,11.0,85.0,100.0,0.0,97.19,138.0,83.5,48.2,18.0,4613
1531,29.0,11.0,85.0,100.0,0.0,75.47,139.0,83.5,47.1,95.0,3777
1532,29.0,11.0,86.0,100.0,0.0,78.81,140.0,83.5,46.7,101.0,3806
1533,29.0,11.0,86.0,100.0,0.0,76.7,141.0,83.5,46.3,98.0,3832
1534,29.0,11.0,86.0,100.0,0.0,77.53,137.0,83.5,46.3,18.0,3846
1535,29.0,11.0,86.0,39.2,1.0,74.39,132.0,49.8,44.7,64.0,3689
1536,29.0,11.0,86.0,100.0,1.0,68.64,134.0,50.2,44.3,102.0,3607
1537,29.0,11.0,86.0,100.0,1.0,73.34,133.0,83.5,44.3,23.0,3669
1539,29.0,11.0,85.0,100.0,0.0,72.43,135.0,83.5,43.5,98.0,3634
1540,29.0,11.0,85.0,100.0,0.0,75.8,136.0,83.5,43.9,96.0,3720
1541,29.0,11.0,85.0,18.0,1.0,12.41,130.0,31.8,43.5,97.0,3592
1542,29.0,11.0,85.0,100.0,0.0,70.75,132.0,83.5,43.5,97.0,3571
1544,29.0,11.0,85.0,92.9,1.0,49.09,114.0,39.2,43.9,18.0,3453
1545,29.0,11.0,85.0,16.9,1.0,7.23,70.0,25.9,40.8,19.0,2802
1546,29.0,11.0,85.0,17.6,1.0,3.51,20.0,19.2,35.7,22.0,1379
1547,29.0,11.0,85.0,100.0,1.0,33.61,40.0,40.8,32.9,82.0,1835
1548,29.0,12.0,85.0,22.0,1.0,10.09,44.0,29.8,36.9,22.0,3369
1549,29.0,12.0,84.0,67.8,1.0,26.37,36.0,34.1,38.4,20.0,3621
1550,29.0,12.0,84.0,19.6,1.0,7.28,20.0,25.9,36.9,20.0,2579
1551,29.0,12.0,84.0,76.1,1.0,13.96,33.0,31.0,35.3,79.0,1762
1552,29.0,12.0,85.0,100.0,1.0,65.9,61.0,83.5,38.8,98.0,3148
1553,29.0,12.0,85.0,100.0,0.0,110.39,83.0,83.1,43.1,95.0,5713
1554,29.0,12.0,85.0,100.0,0.0,91.68,99.0,83.5,45.5,96.0,4273
1555,29.0,12.0,86.0,100.0,0.0,105.08,112.0,83.5,47.8,98.0,5045
1557,29.0,12.0,87.0,18.8,1.0,49.67,125.0,33.7,49.0,96.0,5657
1558,28.0,12.0,87.0,100.0,0.0,87.09,133.0,83.5,48.2,96.0,4209
1559,29.0,12.0,88.0,100.0,0.0,94.74,142.0,83.5,48.6,99.0,4485
1560,29.0,12.0,88.0,100.0,0.0,98.74,147.0,83.5,49.0,96.0,4761
1561,29.0,12.0,88.0,100.0,0.0,101.16,150.0,83.5,49.0,98.0,4897
1562,29.0,12.0,88.0,100.0,0.0,104.3,154.0,83.5,48.6,97.0,5013
1563,29.0,12.0,88.0,100.0,1.0,102.06,154.0,63.9,48.2,95.0,5063
1564,28.0,12.0,88.0,100.0,0.0,104.4,157.0,79.2,47.8,97.0,5133
1565,29.0,12.0,88.0,40.4,0.0,31.28,152.0,35.7,47.1,96.0,5143
1566,29.0,12.0,88.0,65.5,1.0,49.57,150.0,38.8,45.9,91.0,5022
1567,29.0,12.0,88.0,100.0,1.0,102.76,146.0,83.5,45.1,39.0,4990
1568,28.0,12.0,88.0,100.0,1.0,95.28,148.0,53.3,43.5,97.0,4834
1569,28.0,12.0,87.0,100.0,0.0,101.18,153.0,83.5,44.3,98.0,4965
1570,28.0,12.0,87.0,100.0,0.0,106.47,156.0,83.5,44.7,97.0,5113
1571,28.0,13.0,87.0,100.0,1.0,106.95,159.0,83.5,45.5,78.0,5227
1572,29.0,13.0,87.0,99.2,0.0,73.24,156.0,42.7,45.1,51.0,5288
1573,29.0,13.0,87.0,17.6,1.0,12.77,119.0,30.2,43.5,18.0,5041
1574,29.0,13.0,87.0,16.9,1.0,8.8,73.0,27.1,38.0,17.0,3463
1575,29.0,13.0,87.0,16.9,1.0,6.47,27.0,24.7,32.9,87.0,2616
1576,29.0,13.0,86.0,100.0,0.0,61.34,55.0,83.5,31.8,98.0,2851
1577,28.0,13.0,86.0,100.0,0.0,107.93,74.0,83.5,37.3,96.0,5126
1578,28.0,13.0,86.0,100.0,0.0,79.28,90.0,83.5,40.8,97.0,3843
1579,28.0,13.0,87.0,100.0,0.0,97.47,103.0,83.5,43.9,98.0,4610
1580,29.0,13.0,87.0,100.0,0.0,26.24,101.0,32.9,46.3,97.0,5176
1581,28.0,13.0,88.0,100.0,0.0,104.11,116.0,83.5,45.5,96.0,5196
1583,29.0,13.0,88.0,69.0,1.0,36.95,90.0,36.9,42.4,18.0,4822
1584,29.0,13.0,88.0,18.0,1.0,10.02,82.0,28.6,39.6,88.0,3804
1585,29.0,13.0,88.0,39.6,1.0,23.84,77.0,35.3,40.4,18.0,3991
